read config: config_product.yaml
config = {
	"app": {
		"env": "local",
		"port": "8080",
		"app_name": "gin-app",
		"app_url": "http://localhost"
	},
	"log": {
		"level": "info",
		"root_dir": "./storage/logs",
		"filename": "run.log",
		"format": "console",
		"show_line": true,
		"max_backups": 10,
		"max_size": 100,
		"max_age": 28,
		"compress": true
	},
	"database": {
		"driver": "mysql",
		"host": "127.0.0.1",
		"port": 3306,
		"database": "polis",
		"username": "root",
		"password": "root",
		"charset": "utf8mb4",
		"max_idle_conns": 10,
		"max_open_conns": 100,
		"log_mode": "info",
		"enable_file_log_writer": true,
		"log_filename": "sql.log"
	},
	"jwt": {
		"secret": "3Bde3BGEbYqtqyEUzW3ry8jKFcaPH17fRmTmqE7MDr05Lwj95uruRKrrkb44TJ4s",
		"jwt_ttl": 259200,
		"jwt_blacklist_grace_period": 10,
		"refresh_grace_period": 43200
	},
	"redis": {
		"host": "127.0.0.1",
		"port": 6379,
		"db": 0,
		"password": ""
	}
}
[GIN-debug] [WARNING] Creating an Engine instance with the Logger and Recovery middleware already attached.

[GIN-debug] [WARNING] Running in "debug" mode. Switch to "release" mode in production.
 - using env:	export GIN_MODE=release
 - using code:	gin.SetMode(gin.ReleaseMode)

[GIN-debug] GET    /ping                     --> github.com/oasis/game_boat/biz/handlers.Ping (6 handlers)
[GIN-debug] POST   /get/user/followers       --> github.com/oasis/game_boat/biz/handlers/get/user.GetUserFollowerList (6 handlers)
[GIN-debug] POST   /get/user/follows         --> github.com/oasis/game_boat/biz/handlers/get/user.GetUserFollowList (6 handlers)
[GIN-debug] POST   /get/user/relation_count  --> github.com/oasis/game_boat/biz/handlers/get/user.GetRelationCount (6 handlers)
[GIN-debug] GET    /get/user/game            --> github.com/oasis/game_boat/biz/handlers/get/user.GetUserGame (6 handlers)
[GIN-debug] GET    /get/user/game_count      --> github.com/oasis/game_boat/biz/handlers/get/user.GetUserGameCount (6 handlers)
[GIN-debug] GET    /get/game/tag_list        --> github.com/oasis/game_boat/biz/handlers/get/game.GetTagList (6 handlers)
[GIN-debug] POST   /get/game/in_tag          --> github.com/oasis/game_boat/biz/handlers/get/game.GetGameInTag (6 handlers)
[GIN-debug] GET    /get/game/three_list      --> github.com/oasis/game_boat/biz/handlers/get/game.GetGameThreeList (6 handlers)
[GIN-debug] GET    /get/article/detail       --> github.com/oasis/game_boat/middle_ware.CheckRequestId.func1 (5 handlers)
[GIN-debug] POST   /get/community            --> github.com/oasis/game_boat/biz/handlers/get.ListCommunity (6 handlers)
[GIN-debug] POST   /get/main_page            --> github.com/oasis/game_boat/biz/handlers/get.ListMainPage (6 handlers)
[GIN-debug] POST   /action/game              --> github.com/oasis/game_boat/biz/handlers/action.GameAction (7 handlers)
[GIN-debug] POST   /update/user/relation     --> github.com/oasis/game_boat/biz/handlers/update/user.PeopleRelate (7 handlers)
[GIN-debug] POST   /update/user/info         --> github.com/oasis/game_boat/biz/handlers/update/user.UpdateUserInfo (7 handlers)
[GIN-debug] POST   /register                 --> github.com/oasis/game_boat/biz/handlers.Register (6 handlers)
[GIN-debug] POST   /login                    --> github.com/oasis/game_boat/biz/handlers.Login (6 handlers)
[GIN-debug] POST   /logout                   --> github.com/oasis/game_boat/biz/handlers.Logout (8 handlers)
[GIN-debug] GET    /token_check              --> github.com/oasis/game_boat/biz/handlers.CheckToken (7 handlers)
[GIN-debug] [WARNING] You trusted all proxies, this is NOT safe. We recommend you to set a value.
Please check https://pkg.go.dev/github.com/gin-gonic/gin#readme-don-t-trust-all-proxies for details.
[GIN-debug] Listening and serving HTTP on :8080
[GIN] 2022/04/09 - 16:24:10 | 404 |       9.651µs |   60.13.138.170 | HEAD     "/"
[2022-04-09 16:42:16.152]	[34mINFO[0m	middle_ware/auth.go:33	tokenStr = eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE2NDk2NzIxMjgsImp0aSI6IjE2IiwiaXNzIjoiYXBwIiwibmJmIjoxNjQ5NDExOTI4fQ.8QMdho3AG1Y7vfStp9XWx_hLaGRlo1OoMzc1b3kBWnA	{"x-request-id": "c98kdq6robbbrg6o1cmg"}
[2022-04-09 16:42:16.153]	[34mINFO[0m	handlers/token_check.go:20	[CheckToken] id = 16	{"x-request-id": "c98kdq6robbbrg6o1cmg"}
[2022-04-09 16:42:16.792]	[34mINFO[0m	user/relation_info.go:191	[GetRelationCount] req = {
	"a_user_id": 16
}	{"x-request-id": "c98kdq6robbbrg6o1cn0"}
[2022-04-09 16:42:16.793]	[34mINFO[0m	user/relation_info.go:207	[GetRelationCount] resp = {
	"follow_count": 1,
	"follower_count": 1
}	{"x-request-id": "c98kdq6robbbrg6o1cn0"}
[2022-04-09 16:42:16.803]	[34mINFO[0m	user/game.go:83	[GetUserGameCount] userId = 16	{"x-request-id": "c98kdq6robbbrg6o1cng"}
[2022-04-09 16:42:16.804]	[34mINFO[0m	user/game.go:94	[GetUserGameCount] userId = 16 resp = {
	"collected_count": 4,
	"reserved_count": 0
}	{"x-request-id": "c98kdq6robbbrg6o1cng"}
[2022-04-09 16:42:33.452]	[34mINFO[0m	get/main_page.go:27	[ListMainPage] req = {
	"page": 1,
	"page_size": 10,
	"timestamp": 1649493755107
}	{"x-request-id": "c98kduerobbbrg6o1co0"}
[2022-04-09 16:42:33.452]	[34mINFO[0m	middle_ware/auth.go:33	tokenStr = eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE2NDk2NzQ0NDIsImp0aSI6IjE2IiwiaXNzIjoiYXBwIiwibmJmIjoxNjQ5NDE0MjQyfQ.Q9tqDgZyKZqXAq_A8imZRYZ_zgA_HlHBlDVrkeU92Gs	{"x-request-id": "c98kduerobbbrg6o1cog"}
[2022-04-09 16:42:33.453]	[34mINFO[0m	game/three_list.go:28	[GetGameThreeList], key = all, page = 1, pageSize = 10	{"x-request-id": "c98kduerobbbrg6o1cp0"}
[2022-04-09 16:42:33.454]	[34mINFO[0m	handlers/token_check.go:20	[CheckToken] id = 16	{"x-request-id": "c98kduerobbbrg6o1cog"}
[2022-04-09 16:42:33.455]	[34mINFO[0m	get/main_page.go:65	[ListMainPage] success, gameIdList = [252 411 272 455 16 253 68 425 281 318], page = 1, pageSize = 10	{"x-request-id": "c98kduerobbbrg6o1co0"}
[2022-04-09 16:42:33.455]	[34mINFO[0m	game/three_list.go:43	[GetGameThreeList] key = all resp.len = 10 10 10	{"x-request-id": "c98kduerobbbrg6o1cp0"}
[2022-04-09 16:42:34.657]	[34mINFO[0m	get/main_page.go:27	[ListMainPage] req = {
	"page": 1,
	"page_size": 10,
	"timestamp": 1649493754256
}	{"x-request-id": "c98kdumrobbbrg6o1cpg"}
[2022-04-09 16:42:34.659]	[34mINFO[0m	get/main_page.go:65	[ListMainPage] success, gameIdList = [25 267 89 221 317 274 281 104 340 448], page = 1, pageSize = 10	{"x-request-id": "c98kdumrobbbrg6o1cpg"}
[2022-04-09 16:42:34.659]	[34mINFO[0m	middle_ware/auth.go:33	tokenStr = eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE2NDk2NzIxMjgsImp0aSI6IjE2IiwiaXNzIjoiYXBwIiwibmJmIjoxNjQ5NDExOTI4fQ.8QMdho3AG1Y7vfStp9XWx_hLaGRlo1OoMzc1b3kBWnA	{"x-request-id": "c98kdumrobbbrg6o1cqg"}
[2022-04-09 16:42:34.659]	[34mINFO[0m	game/three_list.go:28	[GetGameThreeList], key = all, page = 1, pageSize = 10	{"x-request-id": "c98kdumrobbbrg6o1cq0"}
[2022-04-09 16:42:34.660]	[34mINFO[0m	handlers/token_check.go:20	[CheckToken] id = 16	{"x-request-id": "c98kdumrobbbrg6o1cqg"}
[2022-04-09 16:42:34.661]	[34mINFO[0m	game/three_list.go:43	[GetGameThreeList] key = all resp.len = 10 10 10	{"x-request-id": "c98kdumrobbbrg6o1cq0"}
[2022-04-09 16:42:35.015]	[34mINFO[0m	user/relation_info.go:191	[GetRelationCount] req = {
	"a_user_id": 16
}	{"x-request-id": "c98kduurobbbrg6o1cr0"}
[2022-04-09 16:42:35.016]	[34mINFO[0m	user/relation_info.go:207	[GetRelationCount] resp = {
	"follow_count": 1,
	"follower_count": 1
}	{"x-request-id": "c98kduurobbbrg6o1cr0"}
[2022-04-09 16:42:35.021]	[34mINFO[0m	user/game.go:83	[GetUserGameCount] userId = 16	{"x-request-id": "c98kduurobbbrg6o1crg"}
[2022-04-09 16:42:35.022]	[34mINFO[0m	user/game.go:94	[GetUserGameCount] userId = 16 resp = {
	"collected_count": 4,
	"reserved_count": 0
}	{"x-request-id": "c98kduurobbbrg6o1crg"}
[2022-04-09 16:42:35.588]	[34mINFO[0m	user/game.go:83	[GetUserGameCount] userId = 16	{"x-request-id": "c98kduurobbbrg6o1cs0"}
[2022-04-09 16:42:35.589]	[34mINFO[0m	user/game.go:94	[GetUserGameCount] userId = 16 resp = {
	"collected_count": 4,
	"reserved_count": 0
}	{"x-request-id": "c98kduurobbbrg6o1cs0"}
[2022-04-09 16:42:35.590]	[34mINFO[0m	user/relation_info.go:191	[GetRelationCount] req = {
	"a_user_id": 16
}	{"x-request-id": "c98kduurobbbrg6o1csg"}
[2022-04-09 16:42:35.591]	[34mINFO[0m	user/relation_info.go:207	[GetRelationCount] resp = {
	"follow_count": 1,
	"follower_count": 1
}	{"x-request-id": "c98kduurobbbrg6o1csg"}
[2022-04-09 16:44:16.239]	[34mINFO[0m	get/main_page.go:27	[ListMainPage] req = {
	"page": 1,
	"page_size": 10,
	"timestamp": 1649493857109
}	{"x-request-id": "c98keo6robbbrg6o1ct0"}
[2022-04-09 16:44:16.240]	[34mINFO[0m	game/three_list.go:28	[GetGameThreeList], key = all, page = 1, pageSize = 10	{"x-request-id": "c98keo6robbbrg6o1ctg"}
[2022-04-09 16:44:16.241]	[34mINFO[0m	get/main_page.go:65	[ListMainPage] success, gameIdList = [404 460 344 60 466 56 144 71 291 292], page = 1, pageSize = 10	{"x-request-id": "c98keo6robbbrg6o1ct0"}
[2022-04-09 16:44:16.242]	[34mINFO[0m	game/three_list.go:43	[GetGameThreeList] key = all resp.len = 10 10 10	{"x-request-id": "c98keo6robbbrg6o1ctg"}
[2022-04-09 16:44:16.256]	[34mINFO[0m	middle_ware/auth.go:33	tokenStr = eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE2NDk2NzQ0NDIsImp0aSI6IjE2IiwiaXNzIjoiYXBwIiwibmJmIjoxNjQ5NDE0MjQyfQ.Q9tqDgZyKZqXAq_A8imZRYZ_zgA_HlHBlDVrkeU92Gs	{"x-request-id": "c98keo6robbbrg6o1cu0"}
[2022-04-09 16:44:16.256]	[34mINFO[0m	handlers/token_check.go:20	[CheckToken] id = 16	{"x-request-id": "c98keo6robbbrg6o1cu0"}
[2022-04-09 16:44:17.584]	[34mINFO[0m	game/three_list.go:28	[GetGameThreeList], key = all, page = 1, pageSize = 10	{"x-request-id": "c98keoerobbbrg6o1cug"}
[2022-04-09 16:44:17.585]	[34mINFO[0m	middle_ware/auth.go:33	tokenStr = eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE2NDk2NzIxMjgsImp0aSI6IjE2IiwiaXNzIjoiYXBwIiwibmJmIjoxNjQ5NDExOTI4fQ.8QMdho3AG1Y7vfStp9XWx_hLaGRlo1OoMzc1b3kBWnA	{"x-request-id": "c98keoerobbbrg6o1cv0"}
[2022-04-09 16:44:17.585]	[34mINFO[0m	get/main_page.go:27	[ListMainPage] req = {
	"page": 1,
	"page_size": 10,
	"timestamp": 1649493856828
}	{"x-request-id": "c98keoerobbbrg6o1cvg"}
[2022-04-09 16:44:17.586]	[34mINFO[0m	handlers/token_check.go:20	[CheckToken] id = 16	{"x-request-id": "c98keoerobbbrg6o1cv0"}
[2022-04-09 16:44:17.588]	[34mINFO[0m	get/main_page.go:65	[ListMainPage] success, gameIdList = [163 420 350 152 92 246 102 300 332 459], page = 1, pageSize = 10	{"x-request-id": "c98keoerobbbrg6o1cvg"}
[2022-04-09 16:44:17.588]	[34mINFO[0m	game/three_list.go:43	[GetGameThreeList] key = all resp.len = 10 10 10	{"x-request-id": "c98keoerobbbrg6o1cug"}
[2022-04-09 16:44:18.334]	[34mINFO[0m	user/relation_info.go:191	[GetRelationCount] req = {
	"a_user_id": 16
}	{"x-request-id": "c98keomrobbbrg6o1d00"}
[2022-04-09 16:44:18.336]	[34mINFO[0m	user/relation_info.go:207	[GetRelationCount] resp = {
	"follow_count": 1,
	"follower_count": 1
}	{"x-request-id": "c98keomrobbbrg6o1d00"}
[2022-04-09 16:44:18.571]	[34mINFO[0m	user/game.go:83	[GetUserGameCount] userId = 16	{"x-request-id": "c98keomrobbbrg6o1d0g"}
[2022-04-09 16:44:18.571]	[34mINFO[0m	user/game.go:94	[GetUserGameCount] userId = 16 resp = {
	"collected_count": 4,
	"reserved_count": 0
}	{"x-request-id": "c98keomrobbbrg6o1d0g"}
[2022-04-09 16:44:21.987]	[34mINFO[0m	user/relation_info.go:191	[GetRelationCount] req = {
	"a_user_id": 16
}	{"x-request-id": "c98keperobbbrg6o1d10"}
[2022-04-09 16:44:21.988]	[34mINFO[0m	user/relation_info.go:207	[GetRelationCount] resp = {
	"follow_count": 1,
	"follower_count": 1
}	{"x-request-id": "c98keperobbbrg6o1d10"}
[2022-04-09 16:44:21.994]	[34mINFO[0m	user/game.go:83	[GetUserGameCount] userId = 16	{"x-request-id": "c98keperobbbrg6o1d1g"}
[2022-04-09 16:44:21.995]	[34mINFO[0m	user/game.go:94	[GetUserGameCount] userId = 16 resp = {
	"collected_count": 4,
	"reserved_count": 0
}	{"x-request-id": "c98keperobbbrg6o1d1g"}
[2022-04-09 16:44:37.151]	[34mINFO[0m	game/three_list.go:28	[GetGameThreeList], key = all, page = 1, pageSize = 10	{"x-request-id": "c98keterobbbrg6o1d20"}
[2022-04-09 16:44:37.152]	[34mINFO[0m	get/main_page.go:27	[ListMainPage] req = {
	"page": 1,
	"page_size": 10,
	"timestamp": 1649493876357
}	{"x-request-id": "c98keterobbbrg6o1d2g"}
[2022-04-09 16:44:37.153]	[34mINFO[0m	game/three_list.go:43	[GetGameThreeList] key = all resp.len = 10 10 10	{"x-request-id": "c98keterobbbrg6o1d20"}
[2022-04-09 16:44:37.155]	[34mINFO[0m	get/main_page.go:65	[ListMainPage] success, gameIdList = [9 35 456 255 106 115 103 463 382 425], page = 1, pageSize = 10	{"x-request-id": "c98keterobbbrg6o1d2g"}
[2022-04-09 16:44:37.156]	[34mINFO[0m	middle_ware/auth.go:33	tokenStr = eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE2NDk2NzIxMjgsImp0aSI6IjE2IiwiaXNzIjoiYXBwIiwibmJmIjoxNjQ5NDExOTI4fQ.8QMdho3AG1Y7vfStp9XWx_hLaGRlo1OoMzc1b3kBWnA	{"x-request-id": "c98keterobbbrg6o1d30"}
[2022-04-09 16:44:37.156]	[34mINFO[0m	handlers/token_check.go:20	[CheckToken] id = 16	{"x-request-id": "c98keterobbbrg6o1d30"}
[2022-04-09 16:44:37.386]	[34mINFO[0m	get/main_page.go:27	[ListMainPage] req = {
	"page": 1,
	"page_size": 10,
	"timestamp": 1649493877406
}	{"x-request-id": "c98keterobbbrg6o1d3g"}
[2022-04-09 16:44:37.388]	[34mINFO[0m	get/main_page.go:65	[ListMainPage] success, gameIdList = [228 45 158 133 207 381 65 76 276 115], page = 1, pageSize = 10	{"x-request-id": "c98keterobbbrg6o1d3g"}
[2022-04-09 16:44:37.422]	[34mINFO[0m	game/three_list.go:28	[GetGameThreeList], key = all, page = 1, pageSize = 10	{"x-request-id": "c98keterobbbrg6o1d40"}
[2022-04-09 16:44:37.424]	[34mINFO[0m	game/three_list.go:43	[GetGameThreeList] key = all resp.len = 10 10 10	{"x-request-id": "c98keterobbbrg6o1d40"}
[2022-04-09 16:44:37.437]	[34mINFO[0m	middle_ware/auth.go:33	tokenStr = eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE2NDk2NzQ0NDIsImp0aSI6IjE2IiwiaXNzIjoiYXBwIiwibmJmIjoxNjQ5NDE0MjQyfQ.Q9tqDgZyKZqXAq_A8imZRYZ_zgA_HlHBlDVrkeU92Gs	{"x-request-id": "c98keterobbbrg6o1d4g"}
[2022-04-09 16:44:37.437]	[34mINFO[0m	handlers/token_check.go:20	[CheckToken] id = 16	{"x-request-id": "c98keterobbbrg6o1d4g"}
[2022-04-09 16:44:38.558]	[34mINFO[0m	user/relation_info.go:191	[GetRelationCount] req = {
	"a_user_id": 16
}	{"x-request-id": "c98ketmrobbbrg6o1d50"}
[2022-04-09 16:44:38.559]	[34mINFO[0m	user/game.go:83	[GetUserGameCount] userId = 16	{"x-request-id": "c98ketmrobbbrg6o1d5g"}
[2022-04-09 16:44:38.559]	[34mINFO[0m	user/relation_info.go:207	[GetRelationCount] resp = {
	"follow_count": 1,
	"follower_count": 1
}	{"x-request-id": "c98ketmrobbbrg6o1d50"}
[2022-04-09 16:44:38.560]	[34mINFO[0m	user/game.go:94	[GetUserGameCount] userId = 16 resp = {
	"collected_count": 4,
	"reserved_count": 0
}	{"x-request-id": "c98ketmrobbbrg6o1d5g"}
[2022-04-09 16:44:38.907]	[34mINFO[0m	user/relation_info.go:191	[GetRelationCount] req = {
	"a_user_id": 16
}	{"x-request-id": "c98ketmrobbbrg6o1d60"}
[2022-04-09 16:44:38.908]	[34mINFO[0m	user/relation_info.go:207	[GetRelationCount] resp = {
	"follow_count": 1,
	"follower_count": 1
}	{"x-request-id": "c98ketmrobbbrg6o1d60"}
[2022-04-09 16:44:39.131]	[34mINFO[0m	user/game.go:83	[GetUserGameCount] userId = 16	{"x-request-id": "c98keturobbbrg6o1d6g"}
[2022-04-09 16:44:39.132]	[34mINFO[0m	user/game.go:94	[GetUserGameCount] userId = 16 resp = {
	"collected_count": 4,
	"reserved_count": 0
}	{"x-request-id": "c98keturobbbrg6o1d6g"}
[2022-04-09 16:47:23.409]	[34mINFO[0m	get/main_page.go:27	[ListMainPage] req = {
	"page": 1,
	"page_size": 10,
	"timestamp": 1649494044024
}	{"x-request-id": "c98kg6urobbbrg6o1d70"}
[2022-04-09 16:47:23.411]	[34mINFO[0m	get/main_page.go:65	[ListMainPage] success, gameIdList = [58 261 263 430 63 196 294 224 376 243], page = 1, pageSize = 10	{"x-request-id": "c98kg6urobbbrg6o1d70"}
[2022-04-09 16:47:23.415]	[34mINFO[0m	game/three_list.go:28	[GetGameThreeList], key = all, page = 1, pageSize = 10	{"x-request-id": "c98kg6urobbbrg6o1d7g"}
[2022-04-09 16:47:23.416]	[34mINFO[0m	game/three_list.go:43	[GetGameThreeList] key = all resp.len = 10 10 10	{"x-request-id": "c98kg6urobbbrg6o1d7g"}
[2022-04-09 16:47:23.491]	[34mINFO[0m	middle_ware/auth.go:33	tokenStr = eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE2NDk2NzQ0NDIsImp0aSI6IjE2IiwiaXNzIjoiYXBwIiwibmJmIjoxNjQ5NDE0MjQyfQ.Q9tqDgZyKZqXAq_A8imZRYZ_zgA_HlHBlDVrkeU92Gs	{"x-request-id": "c98kg6urobbbrg6o1d80"}
[2022-04-09 16:47:23.491]	[34mINFO[0m	handlers/token_check.go:20	[CheckToken] id = 16	{"x-request-id": "c98kg6urobbbrg6o1d80"}
[2022-04-09 16:47:24.026]	[34mINFO[0m	get/main_page.go:27	[ListMainPage] req = {
	"page": 1,
	"page_size": 10,
	"timestamp": 1649494043290
}	{"x-request-id": "c98kg76robbbrg6o1d8g"}
[2022-04-09 16:47:24.026]	[34mINFO[0m	game/three_list.go:28	[GetGameThreeList], key = all, page = 1, pageSize = 10	{"x-request-id": "c98kg76robbbrg6o1d90"}
[2022-04-09 16:47:24.028]	[34mINFO[0m	middle_ware/auth.go:33	tokenStr = eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE2NDk2NzIxMjgsImp0aSI6IjE2IiwiaXNzIjoiYXBwIiwibmJmIjoxNjQ5NDExOTI4fQ.8QMdho3AG1Y7vfStp9XWx_hLaGRlo1OoMzc1b3kBWnA	{"x-request-id": "c98kg76robbbrg6o1d9g"}
[2022-04-09 16:47:24.028]	[34mINFO[0m	game/three_list.go:43	[GetGameThreeList] key = all resp.len = 10 10 10	{"x-request-id": "c98kg76robbbrg6o1d90"}
[2022-04-09 16:47:24.028]	[34mINFO[0m	handlers/token_check.go:20	[CheckToken] id = 16	{"x-request-id": "c98kg76robbbrg6o1d9g"}
[2022-04-09 16:47:24.029]	[34mINFO[0m	get/main_page.go:65	[ListMainPage] success, gameIdList = [116 230 99 284 365 291 126 3 457 304], page = 1, pageSize = 10	{"x-request-id": "c98kg76robbbrg6o1d8g"}
[2022-04-09 16:47:24.959]	[34mINFO[0m	user/relation_info.go:191	[GetRelationCount] req = {
	"a_user_id": 16
}	{"x-request-id": "c98kg76robbbrg6o1da0"}
[2022-04-09 16:47:24.960]	[34mINFO[0m	user/relation_info.go:207	[GetRelationCount] resp = {
	"follow_count": 1,
	"follower_count": 1
}	{"x-request-id": "c98kg76robbbrg6o1da0"}
[2022-04-09 16:47:24.975]	[34mINFO[0m	user/game.go:83	[GetUserGameCount] userId = 16	{"x-request-id": "c98kg76robbbrg6o1dag"}
[2022-04-09 16:47:24.975]	[34mINFO[0m	user/game.go:94	[GetUserGameCount] userId = 16 resp = {
	"collected_count": 4,
	"reserved_count": 0
}	{"x-request-id": "c98kg76robbbrg6o1dag"}
[2022-04-09 16:47:30.190]	[34mINFO[0m	user/relation_info.go:191	[GetRelationCount] req = {
	"a_user_id": 16
}	{"x-request-id": "c98kg8mrobbbrg6o1db0"}
[2022-04-09 16:47:30.191]	[34mINFO[0m	user/relation_info.go:207	[GetRelationCount] resp = {
	"follow_count": 1,
	"follower_count": 1
}	{"x-request-id": "c98kg8mrobbbrg6o1db0"}
[2022-04-09 16:47:30.345]	[34mINFO[0m	user/game.go:83	[GetUserGameCount] userId = 16	{"x-request-id": "c98kg8mrobbbrg6o1dbg"}
[2022-04-09 16:47:30.346]	[34mINFO[0m	user/game.go:94	[GetUserGameCount] userId = 16 resp = {
	"collected_count": 4,
	"reserved_count": 0
}	{"x-request-id": "c98kg8mrobbbrg6o1dbg"}
[2022-04-09 16:47:42.732]	[34mINFO[0m	middle_ware/auth.go:33	tokenStr = eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE2NDk2NzIxMjgsImp0aSI6IjE2IiwiaXNzIjoiYXBwIiwibmJmIjoxNjQ5NDExOTI4fQ.8QMdho3AG1Y7vfStp9XWx_hLaGRlo1OoMzc1b3kBWnA	{"x-request-id": "c98kgbmrobbbrg6o1dc0"}
[2022-04-09 16:47:42.732]	[34mINFO[0m	handlers/token_check.go:20	[CheckToken] id = 16	{"x-request-id": "c98kgbmrobbbrg6o1dc0"}
[2022-04-09 16:47:42.733]	[34mINFO[0m	get/main_page.go:27	[ListMainPage] req = {
	"page": 1,
	"page_size": 10,
	"timestamp": 1649494062055
}	{"x-request-id": "c98kgbmrobbbrg6o1dcg"}
[2022-04-09 16:47:42.734]	[34mINFO[0m	game/three_list.go:28	[GetGameThreeList], key = all, page = 1, pageSize = 10	{"x-request-id": "c98kgbmrobbbrg6o1dd0"}
[2022-04-09 16:47:42.735]	[34mINFO[0m	get/main_page.go:65	[ListMainPage] success, gameIdList = [267 209 134 269 221 395 206 338 415 384], page = 1, pageSize = 10	{"x-request-id": "c98kgbmrobbbrg6o1dcg"}
[2022-04-09 16:47:42.736]	[34mINFO[0m	game/three_list.go:43	[GetGameThreeList] key = all resp.len = 10 10 10	{"x-request-id": "c98kgbmrobbbrg6o1dd0"}
[2022-04-09 16:47:43.071]	[34mINFO[0m	middle_ware/auth.go:33	tokenStr = eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE2NDk2NzQ0NDIsImp0aSI6IjE2IiwiaXNzIjoiYXBwIiwibmJmIjoxNjQ5NDE0MjQyfQ.Q9tqDgZyKZqXAq_A8imZRYZ_zgA_HlHBlDVrkeU92Gs	{"x-request-id": "c98kgburobbbrg6o1ddg"}
[2022-04-09 16:47:43.072]	[34mINFO[0m	game/three_list.go:28	[GetGameThreeList], key = all, page = 1, pageSize = 10	{"x-request-id": "c98kgburobbbrg6o1de0"}
[2022-04-09 16:47:43.072]	[34mINFO[0m	handlers/token_check.go:20	[CheckToken] id = 16	{"x-request-id": "c98kgburobbbrg6o1ddg"}
[2022-04-09 16:47:43.073]	[34mINFO[0m	get/main_page.go:27	[ListMainPage] req = {
	"page": 1,
	"page_size": 10,
	"timestamp": 1649494063209
}	{"x-request-id": "c98kgburobbbrg6o1deg"}
[2022-04-09 16:47:43.075]	[34mINFO[0m	game/three_list.go:43	[GetGameThreeList] key = all resp.len = 10 10 10	{"x-request-id": "c98kgburobbbrg6o1de0"}
[2022-04-09 16:47:43.076]	[34mINFO[0m	get/main_page.go:65	[ListMainPage] success, gameIdList = [89 415 340 259 448 194 265 80 176 279], page = 1, pageSize = 10	{"x-request-id": "c98kgburobbbrg6o1deg"}
[2022-04-09 16:47:43.980]	[34mINFO[0m	user/relation_info.go:191	[GetRelationCount] req = {
	"a_user_id": 16
}	{"x-request-id": "c98kgburobbbrg6o1df0"}
[2022-04-09 16:47:43.981]	[34mINFO[0m	user/relation_info.go:207	[GetRelationCount] resp = {
	"follow_count": 1,
	"follower_count": 1
}	{"x-request-id": "c98kgburobbbrg6o1df0"}
[2022-04-09 16:47:43.996]	[34mINFO[0m	user/game.go:83	[GetUserGameCount] userId = 16	{"x-request-id": "c98kgburobbbrg6o1dfg"}
[2022-04-09 16:47:43.996]	[34mINFO[0m	user/game.go:94	[GetUserGameCount] userId = 16 resp = {
	"collected_count": 4,
	"reserved_count": 0
}	{"x-request-id": "c98kgburobbbrg6o1dfg"}
[2022-04-09 16:47:48.192]	[34mINFO[0m	user/relation_info.go:191	[GetRelationCount] req = {
	"a_user_id": 16
}	{"x-request-id": "c98kgd6robbbrg6o1dg0"}
[2022-04-09 16:47:48.193]	[34mINFO[0m	user/relation_info.go:207	[GetRelationCount] resp = {
	"follow_count": 1,
	"follower_count": 1
}	{"x-request-id": "c98kgd6robbbrg6o1dg0"}
[2022-04-09 16:47:48.196]	[34mINFO[0m	user/game.go:83	[GetUserGameCount] userId = 16	{"x-request-id": "c98kgd6robbbrg6o1dgg"}
[2022-04-09 16:47:48.196]	[34mINFO[0m	user/game.go:94	[GetUserGameCount] userId = 16 resp = {
	"collected_count": 4,
	"reserved_count": 0
}	{"x-request-id": "c98kgd6robbbrg6o1dgg"}
[2022-04-09 16:47:56.768]	[34mINFO[0m	get/main_page.go:27	[ListMainPage] req = {
	"page": 1,
	"page_size": 10,
	"timestamp": 1649494077457
}	{"x-request-id": "c98kgf6robbbrg6o1dh0"}
[2022-04-09 16:47:56.770]	[34mINFO[0m	get/main_page.go:65	[ListMainPage] success, gameIdList = [176 279 281 479 454 139 225 387 350 472], page = 1, pageSize = 10	{"x-request-id": "c98kgf6robbbrg6o1dh0"}
